Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Calexico East,California,2507,US-Mexico Border,May 2025,Buses,29,32.673,-115.388,POINT (-115.388018 32.673389)
Trout River,New York,715,US-Canada Border,May 2025,Rail Containers Loaded,1920,44.992,-74.308,POINT (-74.308172 44.992058)
Kenneth G Ward,Washington,3023,US-Canada Border,May 2025,Personal Vehicles,29615,49.002,-122.485,POINT (-122.485027 49.002277)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Rail Containers Empty,1546,49.0,-97.237,POINT (-97.237036 49.000453)
Maida,North Dakota,3416,US-Canada Border,May 2025,Personal Vehicles,278,49.0,-98.365,POINT (-98.36525 49.00025)
Detroit,Michigan,3801,US-Canada Border,May 2025,Truck Containers Empty,24660,42.332,-83.048,POINT (-83.047924 42.331685)
Hannah,North Dakota,3408,US-Canada Border,May 2025,Personal Vehicle Passengers,49,49.0,-98.694,POINT (-98.693777 49.000138)
Lancaster,Minnesota,3430,US-Canada Border,May 2025,Truck Containers Empty,220,49.0,-96.801,POINT (-96.800527 49.000194)
Portal,North Dakota,3403,US-Canada Border,May 2025,Trucks,7469,48.999,-102.552,POINT (-102.551944 48.998944)
Bridgewater,Maine,127,US-Canada Border,May 2025,Truck Containers Empty,307,46.45,-67.785,POINT (-67.78484 46.450335)
Lukeville,Arizona,2602,US-Mexico Border,May 2025,Personal Vehicle Passengers,87881,31.88,-112.817,POINT (-112.817077 31.880195)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Truck Containers Empty,16839,43.095,-79.056,POINT (-79.055847 43.09549)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Personal Vehicle Passengers,33510,48.608,-93.401,POINT (-93.401355 48.6078)
Baudette,Minnesota,3424,US-Canada Border,May 2025,Trucks,265,48.719,-94.59,POINT (-94.590467 48.719109)
Frontier,Washington,3020,US-Canada Border,May 2025,Buses,5,49.0,-117.832,POINT (-117.831527 49.0005)
Presidio,Texas,2403,US-Mexico Border,May 2025,Truck Containers Empty,318,29.562,-104.395,POINT (-104.394907 29.561827)
Richford,Vermont,203,US-Canada Border,May 2025,Rail Containers Loaded,58,45.012,-72.589,POINT (-72.588559 45.01174)
Dunseith,North Dakota,3422,US-Canada Border,May 2025,Trucks,1806,48.999,-100.052,POINT (-100.052166 48.999277)
Eastport,Idaho,3302,US-Canada Border,May 2025,Trains,98,49.001,-116.181,POINT (-116.181027 49.000555)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Truck Containers Empty,2943,48.998,-111.96,POINT (-111.959611 48.998388)
Portal,North Dakota,3403,US-Canada Border,May 2025,Rail Containers Empty,8869,48.999,-102.552,POINT (-102.551944 48.998944)
Madawaska,Maine,109,US-Canada Border,May 2025,Personal Vehicles,18195,47.36,-68.329,POINT (-68.328684 47.360052)
Northgate,North Dakota,3406,US-Canada Border,May 2025,Train Passengers,60,48.999,-102.275,POINT (-102.27475 48.998833)
Vanceboro,Maine,105,US-Canada Border,May 2025,Personal Vehicle Passengers,1266,45.569,-67.429,POINT (-67.428541 45.568761)
Fort Kent,Maine,110,US-Canada Border,May 2025,Trucks,134,47.249,-68.604,POINT (-68.603918 47.249206)
Whitlash,Montana,3321,US-Canada Border,May 2025,Personal Vehicles,37,48.997,-111.258,POINT (-111.257916 48.99725)
Houlton,Maine,106,US-Canada Border,May 2025,Pedestrians,5,46.135,-67.781,POINT (-67.781288 46.134879)
Raymond,Montana,3301,US-Canada Border,May 2025,Personal Vehicle Passengers,2399,48.999,-104.574,POINT (-104.574333 48.999194)
Carbury,North Dakota,3421,US-Canada Border,May 2025,Truck Containers Empty,7,48.999,-100.556,POINT (-100.555805 48.999416)
Hidalgo,Texas,2305,US-Mexico Border,May 2025,Personal Vehicles,308443,26.095,-98.271,POINT (-98.271092 26.095032)
Columbus,New Mexico,2406,US-Mexico Border,May 2025,Trucks,1309,31.784,-107.628,POINT (-107.627948 31.783742)
Roseau,Minnesota,3426,US-Canada Border,May 2025,Personal Vehicles,2396,49.0,-95.766,POINT (-95.766469 48.999538)
Naco,Arizona,2603,US-Mexico Border,May 2025,Personal Vehicles,29365,31.334,-109.948,POINT (-109.948413 31.334084)
Sumas,Washington,3009,US-Canada Border,May 2025,Bus Passengers,186,49.002,-122.265,POINT (-122.264805 49.002388)
Calais,Maine,115,US-Canada Border,May 2025,Personal Vehicles,31972,45.189,-67.275,POINT (-67.275381 45.188548)
Neche,North Dakota,3404,US-Canada Border,May 2025,Truck Containers Empty,151,49.001,-97.557,POINT (-97.557333 49.000527)
Progreso,Texas,2309,US-Mexico Border,May 2025,Truck Containers Empty,3477,26.062,-97.95,POINT (-97.949958 26.062133)
Tornillo,Texas,2404,US-Mexico Border,May 2025,Trucks,4027,31.435,-106.143,POINT (-106.142669 31.435334)
Detroit,Michigan,3801,US-Canada Border,May 2025,Personal Vehicles,284943,42.332,-83.048,POINT (-83.047924 42.331685)
Opheim,Montana,3317,US-Canada Border,May 2025,Personal Vehicles,162,49.0,-106.378,POINT (-106.377583 48.999527)
Kenneth G Ward,Washington,3023,US-Canada Border,May 2025,Buses,6,49.002,-122.485,POINT (-122.485027 49.002277)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Pedestrians,227959,25.952,-97.401,POINT (-97.40067 25.95155)
Walhalla,North Dakota,3407,US-Canada Border,May 2025,Trucks,184,49.0,-97.908,POINT (-97.908416 49.000472)
Frontier,Washington,3020,US-Canada Border,May 2025,Trucks,1916,49.0,-117.832,POINT (-117.831527 49.0005)
Laredo,Texas,2304,US-Mexico Border,May 2025,Personal Vehicle Passengers,827842,27.5,-99.507,POINT (-99.507412 27.499561)
Port Angeles,Washington,3007,US-Canada Border,May 2025,Truck Containers Empty,15,48.122,-123.431,POINT (-123.430694 48.121858)
Del Bonita,Montana,3322,US-Canada Border,May 2025,Personal Vehicles,1046,48.999,-112.788,POINT (-112.78825 48.998555)
Opheim,Montana,3317,US-Canada Border,May 2025,Personal Vehicle Passengers,291,49.0,-106.378,POINT (-106.377583 48.999527)
Calais,Maine,115,US-Canada Border,May 2025,Trucks,4064,45.189,-67.275,POINT (-67.275381 45.188548)
Del Bonita,Montana,3322,US-Canada Border,May 2025,Truck Containers Empty,115,48.999,-112.788,POINT (-112.78825 48.998555)
Otay Mesa,California,2506,US-Mexico Border,May 2025,Trucks,82297,32.55,-116.939,POINT (-116.938538 32.55033)
Columbus,New Mexico,2406,US-Mexico Border,May 2025,Bus Passengers,922,31.784,-107.628,POINT (-107.627948 31.783742)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Personal Vehicle Passengers,55970,45.015,-73.085,POINT (-73.085037 45.015414)
Pinecreek,Minnesota,3425,US-Canada Border,May 2025,Personal Vehicles,170,49.0,-95.978,POINT (-95.977694 48.999916)
Alcan,Alaska,3104,US-Canada Border,May 2025,Personal Vehicles,6415,62.615,-141.001,POINT (-141.001444 62.614961)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Train Passengers,650,48.608,-93.401,POINT (-93.401355 48.6078)
Roma,Texas,2310,US-Mexico Border,May 2025,Truck Containers Empty,942,26.404,-99.019,POINT (-99.018981 26.403928)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2025,Personal Vehicle Passengers,105811,31.784,-106.679,POINT (-106.679437 31.783939)
Limestone,Maine,118,US-Canada Border,May 2025,Trucks,144,46.925,-67.79,POINT (-67.789597 46.924555)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Rail Containers Empty,3191,43.095,-79.056,POINT (-79.055847 43.09549)
Fort Fairfield,Maine,107,US-Canada Border,May 2025,Trucks,307,46.765,-67.789,POINT (-67.789471 46.765323)
Laurier,Washington,3016,US-Canada Border,May 2025,Trucks,315,49.0,-118.224,POINT (-118.223777 49.000083)
Laredo,Texas,2304,US-Mexico Border,May 2025,Pedestrians,260399,27.5,-99.507,POINT (-99.507412 27.499561)
Hansboro,North Dakota,3415,US-Canada Border,May 2025,Trucks,11,49.0,-99.347,POINT (-99.346527 48.999583)
Port Angeles,Washington,3007,US-Canada Border,May 2025,Personal Vehicles,4942,48.122,-123.431,POINT (-123.430694 48.121858)
Alexandria Bay,New York,708,US-Canada Border,May 2025,Personal Vehicle Passengers,61640,44.347,-75.984,POINT (-75.983592 44.347229)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Trains,15,45.015,-73.085,POINT (-73.085037 45.015414)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Bus Passengers,8453,25.952,-97.401,POINT (-97.40067 25.95155)
Norton,Vermont,211,US-Canada Border,May 2025,Personal Vehicle Passengers,1382,45.011,-71.793,POINT (-71.793219 45.010771)
Columbus,New Mexico,2406,US-Mexico Border,May 2025,Pedestrians,11040,31.784,-107.628,POINT (-107.627948 31.783742)
Roosville,Montana,3318,US-Canada Border,May 2025,Trucks,678,49.0,-115.056,POINT (-115.056027 48.999638)
Portal,North Dakota,3403,US-Canada Border,May 2025,Bus Passengers,208,48.999,-102.552,POINT (-102.551944 48.998944)
Jackman,Maine,104,US-Canada Border,May 2025,Bus Passengers,165,45.806,-70.397,POINT (-70.396722 45.805661)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2025,Truck Containers Empty,5528,31.784,-106.679,POINT (-106.679437 31.783939)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Personal Vehicles,30320,46.509,-84.361,POINT (-84.360833 46.508611)
Calais,Maine,115,US-Canada Border,May 2025,Rail Containers Empty,30,45.189,-67.275,POINT (-67.275381 45.188548)
Ferry,Washington,3013,US-Canada Border,May 2025,Trucks,8,49.0,-118.761,POINT (-118.761166 49.000083)
Norton,Vermont,211,US-Canada Border,May 2025,Personal Vehicles,910,45.011,-71.793,POINT (-71.793219 45.010771)
Frontier,Washington,3020,US-Canada Border,May 2025,Truck Containers Empty,1317,49.0,-117.832,POINT (-117.831527 49.0005)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Truck Containers Empty,8558,31.333,-110.943,POINT (-110.942516 31.332839)
San Ysidro,California,2504,US-Mexico Border,May 2025,Personal Vehicle Passengers,2047383,32.543,-117.029,POINT (-117.028761 32.542528)
Calexico East,California,2507,US-Mexico Border,May 2025,Truck Containers Empty,18694,32.673,-115.388,POINT (-115.388018 32.673389)
Massena,New York,704,US-Canada Border,May 2025,Trucks,1714,44.991,-74.74,POINT (-74.739722 44.990556)
Laurier,Washington,3016,US-Canada Border,May 2025,Rail Containers Empty,9,49.0,-118.224,POINT (-118.223777 49.000083)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Pedestrians,556,48.608,-93.401,POINT (-93.401355 48.6078)
Naco,Arizona,2603,US-Mexico Border,May 2025,Truck Containers Empty,136,31.334,-109.948,POINT (-109.948413 31.334084)
Baudette,Minnesota,3424,US-Canada Border,May 2025,Truck Containers Empty,251,48.719,-94.59,POINT (-94.590467 48.719109)
Blaine,Washington,3004,US-Canada Border,May 2025,Personal Vehicles,187753,48.994,-122.749,POINT (-122.748884 48.994045)
Tornillo,Texas,2404,US-Mexico Border,May 2025,Pedestrians,6085,31.435,-106.143,POINT (-106.142669 31.435334)
Douglas,Arizona,2601,US-Mexico Border,May 2025,Trucks,2145,31.334,-109.56,POINT (-109.560344 31.334043)
Skagway,Alaska,3103,US-Canada Border,May 2025,Buses,1837,59.63,-135.164,POINT (-135.164444 59.629722)
Ogdensburg,New York,701,US-Canada Border,May 2025,Truck Containers Empty,366,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Laredo,Texas,2304,US-Mexico Border,May 2025,Trains,341,27.5,-99.507,POINT (-99.507412 27.499561)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Bus Passengers,20279,43.095,-79.056,POINT (-79.055847 43.09549)
Piegan,Montana,3316,US-Canada Border,May 2025,Personal Vehicles,5936,48.998,-113.379,POINT (-113.378777 48.998083)
El Paso,Texas,2402,US-Mexico Border,May 2025,Personal Vehicle Passengers,1125213,31.764,-106.451,POINT (-106.451188 31.764363)
Otay Mesa,California,2506,US-Mexico Border,May 2025,Rail Containers Empty,274,32.55,-116.939,POINT (-116.938538 32.55033)
Vanceboro,Maine,105,US-Canada Border,May 2025,Trucks,26,45.569,-67.429,POINT (-67.428541 45.568761)
Pinecreek,Minnesota,3425,US-Canada Border,May 2025,Truck Containers Empty,1,49.0,-95.978,POINT (-95.977694 48.999916)
Jackman,Maine,104,US-Canada Border,May 2025,Rail Containers Loaded,2451,45.806,-70.397,POINT (-70.396722 45.805661)
Bar Harbor,Maine,112,US-Canada Border,May 2025,Personal Vehicle Passengers,437,44.4,-68.225,POINT (-68.224722 44.399722)
Del Rio,Texas,2302,US-Mexico Border,May 2025,Personal Vehicles,149983,29.327,-100.928,POINT (-100.927612 29.326784)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Buses,588,28.705,-100.512,POINT (-100.511977 28.705483)
Beecher Falls,Vermont,206,US-Canada Border,May 2025,Trucks,589,45.013,-71.505,POINT (-71.505309 45.013411)
Calexico,California,2503,US-Mexico Border,May 2025,Personal Vehicles,472971,32.673,-115.388,POINT (-115.388018 32.673389)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Trains,295,42.999,-82.424,POINT (-82.423611 42.998611)
Hannah,North Dakota,3408,US-Canada Border,May 2025,Personal Vehicles,30,49.0,-98.694,POINT (-98.693777 49.000138)
Skagway,Alaska,3103,US-Canada Border,May 2025,Train Passengers,15002,59.63,-135.164,POINT (-135.164444 59.629722)
Raymond,Montana,3301,US-Canada Border,May 2025,Pedestrians,79,48.999,-104.574,POINT (-104.574333 48.999194)
Houlton,Maine,106,US-Canada Border,May 2025,Bus Passengers,904,46.135,-67.781,POINT (-67.781288 46.134879)
El Paso,Texas,2402,US-Mexico Border,May 2025,Truck Containers Empty,9834,31.764,-106.451,POINT (-106.451188 31.764363)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Personal Vehicle Passengers,627939,31.333,-110.943,POINT (-110.942516 31.332839)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Rail Containers Loaded,2218,25.952,-97.401,POINT (-97.40067 25.95155)
Vanceboro,Maine,105,US-Canada Border,May 2025,Rail Containers Empty,1800,45.569,-67.429,POINT (-67.428541 45.568761)
Point Roberts,Washington,3017,US-Canada Border,May 2025,Personal Vehicles,49692,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Calexico East,California,2507,US-Mexico Border,May 2025,Personal Vehicles,229271,32.673,-115.388,POINT (-115.388018 32.673389)
Massena,New York,704,US-Canada Border,May 2025,Bus Passengers,936,44.991,-74.74,POINT (-74.739722 44.990556)
Sumas,Washington,3009,US-Canada Border,May 2025,Trucks,12186,49.002,-122.265,POINT (-122.264805 49.002388)
San Luis,Arizona,2608,US-Mexico Border,May 2025,Truck Containers Empty,1110,32.485,-114.782,POINT (-114.7822222 32.485)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Bus Passengers,1859,42.999,-82.424,POINT (-82.423611 42.998611)
Richford,Vermont,203,US-Canada Border,May 2025,Train Passengers,29,45.012,-72.589,POINT (-72.588559 45.01174)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Truck Containers Empty,532,46.509,-84.361,POINT (-84.360833 46.508611)
Porthill,Idaho,3308,US-Canada Border,May 2025,Personal Vehicle Passengers,8257,49.0,-116.499,POINT (-116.49925 48.999861)
Maida,North Dakota,3416,US-Canada Border,May 2025,Personal Vehicle Passengers,525,49.0,-98.365,POINT (-98.36525 49.00025)
Kenneth G Ward,Washington,3023,US-Canada Border,May 2025,Truck Containers Empty,3192,49.002,-122.485,POINT (-122.485027 49.002277)
Grand Portage,Minnesota,3613,US-Canada Border,May 2025,Personal Vehicle Passengers,19496,48.001,-89.585,POINT (-89.58515 48.001427)
San Luis,Arizona,2608,US-Mexico Border,May 2025,Pedestrians,170690,32.485,-114.782,POINT (-114.7822222 32.485)
Sumas,Washington,3009,US-Canada Border,May 2025,Rail Containers Empty,305,49.002,-122.265,POINT (-122.264805 49.002388)
Lukeville,Arizona,2602,US-Mexico Border,May 2025,Personal Vehicles,36828,31.88,-112.817,POINT (-112.817077 31.880195)
Wildhorse,Montana,3323,US-Canada Border,May 2025,Trucks,4,48.999,-110.215,POINT (-110.215083 48.999361)
Douglas,Arizona,2601,US-Mexico Border,May 2025,Pedestrians,78245,31.334,-109.56,POINT (-109.560344 31.334043)
Van Buren,Maine,108,US-Canada Border,May 2025,Personal Vehicle Passengers,9157,47.16,-67.931,POINT (-67.930799 47.159645)
Oroville,Washington,3019,US-Canada Border,May 2025,Trucks,2096,49.0,-119.462,POINT (-119.461833 49.000083)
Alexandria Bay,New York,708,US-Canada Border,May 2025,Trucks,14500,44.347,-75.984,POINT (-75.983592 44.347229)
Eastport,Maine,103,US-Canada Border,May 2025,Trucks,165,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Ogdensburg,New York,701,US-Canada Border,May 2025,Buses,3,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Boundary,Washington,3015,US-Canada Border,May 2025,Trucks,41,49.001,-117.628,POINT (-117.627583 49.00075)
Nighthawk,Washington,3011,US-Canada Border,May 2025,Personal Vehicle Passengers,488,49.0,-119.671,POINT (-119.67103 49.000144)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Personal Vehicles,234418,28.705,-100.512,POINT (-100.511977 28.705483)
Tecate,California,2505,US-Mexico Border,May 2025,Pedestrians,91222,32.576,-116.626,POINT (-116.626216 32.576428)
Derby Line,Vermont,209,US-Canada Border,May 2025,Personal Vehicles,20649,45.006,-72.099,POINT (-72.099279 45.005739)
Trout River,New York,715,US-Canada Border,May 2025,Trucks,923,44.992,-74.308,POINT (-74.308172 44.992058)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Truck Containers Empty,3921,49.0,-97.237,POINT (-97.237036 49.000453)
Rio Grande City,Texas,2307,US-Mexico Border,May 2025,Personal Vehicles,46826,26.366,-98.803,POINT (-98.802513 26.365761)
Champlain Rouses Point,New York,712,US-Canada Border,May 2025,Personal Vehicles,54210,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Massena,New York,704,US-Canada Border,May 2025,Buses,154,44.991,-74.74,POINT (-74.739722 44.990556)
Presidio,Texas,2403,US-Mexico Border,May 2025,Bus Passengers,297,29.562,-104.395,POINT (-104.394907 29.561827)
Houlton,Maine,106,US-Canada Border,May 2025,Truck Containers Empty,1046,46.135,-67.781,POINT (-67.781288 46.134879)
Raymond,Montana,3301,US-Canada Border,May 2025,Trucks,1097,48.999,-104.574,POINT (-104.574333 48.999194)
Dalton Cache,Alaska,3106,US-Canada Border,May 2025,Personal Vehicles,1285,59.451,-136.362,POINT (-136.361944 59.450556)
Grand Portage,Minnesota,3613,US-Canada Border,May 2025,Personal Vehicles,9433,48.001,-89.585,POINT (-89.58515 48.001427)
Metaline Falls,Washington,3025,US-Canada Border,May 2025,Personal Vehicles,1281,49.0,-117.299,POINT (-117.299444 48.999972)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Trains,134,43.095,-79.056,POINT (-79.055847 43.09549)
Scobey,Montana,3309,US-Canada Border,May 2025,Personal Vehicles,358,49.0,-105.408,POINT (-105.407638 48.999527)
El Paso,Texas,2402,US-Mexico Border,May 2025,Personal Vehicles,669791,31.764,-106.451,POINT (-106.451188 31.764363)
Sarles,North Dakota,3409,US-Canada Border,May 2025,Personal Vehicles,171,49.0,-98.938,POINT (-98.938361 49.000027)
Presidio,Texas,2403,US-Mexico Border,May 2025,Trucks,869,29.562,-104.395,POINT (-104.394907 29.561827)
Westhope,North Dakota,3419,US-Canada Border,May 2025,Personal Vehicles,278,49.0,-101.017,POINT (-101.017277 48.999611)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2025,Pedestrians,11575,31.784,-106.679,POINT (-106.679437 31.783939)
Warroad,Minnesota,3423,US-Canada Border,May 2025,Personal Vehicle Passengers,12508,48.999,-95.377,POINT (-95.376555 48.999)
Richford,Vermont,203,US-Canada Border,May 2025,Personal Vehicle Passengers,5798,45.012,-72.589,POINT (-72.588559 45.01174)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Trains,36,48.998,-111.96,POINT (-111.959611 48.998388)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Rail Containers Empty,156,46.509,-84.361,POINT (-84.360833 46.508611)
Fortuna,North Dakota,3417,US-Canada Border,May 2025,Personal Vehicle Passengers,1160,49.0,-103.809,POINT (-103.80925 48.999555)
Calexico East,California,2507,US-Mexico Border,May 2025,Personal Vehicle Passengers,404096,32.673,-115.388,POINT (-115.388018 32.673389)
Van Buren,Maine,108,US-Canada Border,May 2025,Trucks,1835,47.16,-67.931,POINT (-67.930799 47.159645)
Ogdensburg,New York,701,US-Canada Border,May 2025,Trucks,3202,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Wildhorse,Montana,3323,US-Canada Border,May 2025,Personal Vehicle Passengers,1328,48.999,-110.215,POINT (-110.215083 48.999361)
Roseau,Minnesota,3426,US-Canada Border,May 2025,Truck Containers Empty,75,49.0,-95.766,POINT (-95.766469 48.999538)
