Port Name,State,Port Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Danville,Washington,3012,US-Canada Border,May 2025,Personal Vehicles,1286,49.0,-118.504,POINT (-118.503722 49.000083)
Morgan,Montana,3319,US-Canada Border,May 2025,Personal Vehicles,231,49.0,-107.832,POINT (-107.831819 48.999829)
Hidalgo,Texas,2305,US-Mexico Border,May 2025,Personal Vehicle Passengers,617060,26.095,-98.271,POINT (-98.271092 26.095032)
Carbury,North Dakota,3421,US-Canada Border,May 2025,Personal Vehicles,433,48.999,-100.556,POINT (-100.555805 48.999416)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Personal Vehicles,28016,45.015,-73.085,POINT (-73.085037 45.015414)
Alcan,Alaska,3104,US-Canada Border,May 2025,Truck Containers Empty,566,62.615,-141.001,POINT (-141.001444 62.614961)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Trains,323,48.608,-93.401,POINT (-93.401355 48.6078)
Walhalla,North Dakota,3407,US-Canada Border,May 2025,Truck Containers Empty,91,49.0,-97.908,POINT (-97.908416 49.000472)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Pedestrians,274702,31.333,-110.943,POINT (-110.942516 31.332839)
Fort Fairfield,Maine,107,US-Canada Border,May 2025,Truck Containers Empty,229,46.765,-67.789,POINT (-67.789471 46.765323)
Roma,Texas,2310,US-Mexico Border,May 2025,Trucks,4394,26.404,-99.019,POINT (-99.018981 26.403928)
Limestone,Maine,118,US-Canada Border,May 2025,Truck Containers Empty,132,46.925,-67.79,POINT (-67.789597 46.924555)
Sasabe,Arizona,2606,US-Mexico Border,May 2025,Personal Vehicle Passengers,3431,31.483,-111.544,POINT (-111.544363 31.483039)
Ysleta,Texas,2401,US-Mexico Border,May 2025,Trucks,50412,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Opheim,Montana,3317,US-Canada Border,May 2025,Trucks,2,49.0,-106.378,POINT (-106.377583 48.999527)
Sherwood,North Dakota,3414,US-Canada Border,May 2025,Personal Vehicles,826,48.999,-101.628,POINT (-101.627527 48.999305)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2025,Trucks,14637,31.784,-106.679,POINT (-106.679437 31.783939)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Personal Vehicle Passengers,18040,48.998,-111.96,POINT (-111.959611 48.998388)
Laredo,Texas,2304,US-Mexico Border,May 2025,Truck Containers Empty,63414,27.5,-99.507,POINT (-99.507412 27.499561)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Buses,19,49.0,-97.237,POINT (-97.237036 49.000453)
Van Buren,Maine,108,US-Canada Border,May 2025,Rail Containers Loaded,345,47.16,-67.931,POINT (-67.930799 47.159645)
Piegan,Montana,3316,US-Canada Border,May 2025,Truck Containers Empty,48,48.998,-113.379,POINT (-113.378777 48.998083)
Roseau,Minnesota,3426,US-Canada Border,May 2025,Personal Vehicle Passengers,4169,49.0,-95.766,POINT (-95.766469 48.999538)
Pinecreek,Minnesota,3425,US-Canada Border,May 2025,Trucks,5,49.0,-95.978,POINT (-95.977694 48.999916)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Bus Passengers,15442,28.705,-100.512,POINT (-100.511977 28.705483)
Beecher Falls,Vermont,206,US-Canada Border,May 2025,Truck Containers Empty,440,45.013,-71.505,POINT (-71.505309 45.013411)
Blaine,Washington,3004,US-Canada Border,May 2025,Buses,949,48.994,-122.749,POINT (-122.748884 48.994045)
Detroit,Michigan,3801,US-Canada Border,May 2025,Rail Containers Empty,3849,42.332,-83.048,POINT (-83.047924 42.331685)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Rail Containers Loaded,33964,48.608,-93.401,POINT (-93.401355 48.6078)
Boquillas,Texas,2410,US-Mexico Border,May 2025,Pedestrians,1403,29.19,-102.947,POINT (-102.946705 29.190074)
Dunseith,North Dakota,3422,US-Canada Border,May 2025,Personal Vehicle Passengers,5458,48.999,-100.052,POINT (-100.052166 48.999277)
Jackman,Maine,104,US-Canada Border,May 2025,Trucks,4589,45.806,-70.397,POINT (-70.396722 45.805661)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Rail Containers Empty,5209,25.952,-97.401,POINT (-97.40067 25.95155)
Sumas,Washington,3009,US-Canada Border,May 2025,Buses,10,49.002,-122.265,POINT (-122.264805 49.002388)
Eastport,Idaho,3302,US-Canada Border,May 2025,Truck Containers Empty,1522,49.001,-116.181,POINT (-116.181027 49.000555)
Laredo,Texas,2304,US-Mexico Border,May 2025,Rail Containers Loaded,17672,27.5,-99.507,POINT (-99.507412 27.499561)
Antler,North Dakota,3413,US-Canada Border,May 2025,Personal Vehicle Passengers,839,48.999,-101.296,POINT (-101.296055 48.999472)
Portal,North Dakota,3403,US-Canada Border,May 2025,Rail Containers Loaded,13387,48.999,-102.552,POINT (-102.551944 48.998944)
Detroit,Michigan,3801,US-Canada Border,May 2025,Rail Containers Loaded,8431,42.332,-83.048,POINT (-83.047924 42.331685)
Northgate,North Dakota,3406,US-Canada Border,May 2025,Rail Containers Loaded,293,48.999,-102.275,POINT (-102.27475 48.998833)
Tornillo,Texas,2404,US-Mexico Border,May 2025,Truck Containers Empty,1622,31.435,-106.143,POINT (-106.142669 31.435334)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Buses,7,48.998,-111.96,POINT (-111.959611 48.998388)
Skagway,Alaska,3103,US-Canada Border,May 2025,Bus Passengers,38879,59.63,-135.164,POINT (-135.164444 59.629722)
Eastport,Idaho,3302,US-Canada Border,May 2025,Personal Vehicles,4940,49.001,-116.181,POINT (-116.181027 49.000555)
Piegan,Montana,3316,US-Canada Border,May 2025,Personal Vehicle Passengers,12842,48.998,-113.379,POINT (-113.378777 48.998083)
El Paso,Texas,2402,US-Mexico Border,May 2025,Pedestrians,423129,31.764,-106.451,POINT (-106.451188 31.764363)
Oroville,Washington,3019,US-Canada Border,May 2025,Truck Containers Empty,730,49.0,-119.462,POINT (-119.461833 49.000083)
Bar Harbor,Maine,112,US-Canada Border,May 2025,Personal Vehicles,211,44.4,-68.225,POINT (-68.224722 44.399722)
Blaine,Washington,3004,US-Canada Border,May 2025,Trucks,27733,48.994,-122.749,POINT (-122.748884 48.994045)
Kenneth G Ward,Washington,3023,US-Canada Border,May 2025,Trucks,3625,49.002,-122.485,POINT (-122.485027 49.002277)
Sumas,Washington,3009,US-Canada Border,May 2025,Personal Vehicles,32944,49.002,-122.265,POINT (-122.264805 49.002388)
Sumas,Washington,3009,US-Canada Border,May 2025,Rail Containers Loaded,105,49.002,-122.265,POINT (-122.264805 49.002388)
Laredo,Texas,2304,US-Mexico Border,May 2025,Bus Passengers,63204,27.5,-99.507,POINT (-99.507412 27.499561)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Buses,353,25.952,-97.401,POINT (-97.40067 25.95155)
Columbus,New Mexico,2406,US-Mexico Border,May 2025,Personal Vehicle Passengers,74098,31.784,-107.628,POINT (-107.627948 31.783742)
Kenneth G Ward,Washington,3023,US-Canada Border,May 2025,Bus Passengers,182,49.002,-122.485,POINT (-122.485027 49.002277)
Fort Fairfield,Maine,107,US-Canada Border,May 2025,Personal Vehicles,4609,46.765,-67.789,POINT (-67.789471 46.765323)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Personal Vehicle Passengers,54910,46.509,-84.361,POINT (-84.360833 46.508611)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Bus Passengers,121,48.608,-93.401,POINT (-93.401355 48.6078)
Baudette,Minnesota,3424,US-Canada Border,May 2025,Personal Vehicles,10685,48.719,-94.59,POINT (-94.590467 48.719109)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Bus Passengers,720,49.0,-97.237,POINT (-97.237036 49.000453)
Westhope,North Dakota,3419,US-Canada Border,May 2025,Personal Vehicle Passengers,522,49.0,-101.017,POINT (-101.017277 48.999611)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Pedestrians,8081,43.095,-79.056,POINT (-79.055847 43.09549)
Ogdensburg,New York,701,US-Canada Border,May 2025,Personal Vehicles,13902,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Ambrose,North Dakota,3410,US-Canada Border,May 2025,Personal Vehicle Passengers,106,48.999,-103.487,POINT (-103.486555 48.999305)
Portal,North Dakota,3403,US-Canada Border,May 2025,Train Passengers,399,48.999,-102.552,POINT (-102.551944 48.998944)
Norton,Vermont,211,US-Canada Border,May 2025,Rail Containers Empty,43,45.011,-71.793,POINT (-71.793219 45.010771)
Bridgewater,Maine,127,US-Canada Border,May 2025,Pedestrians,2,46.45,-67.785,POINT (-67.78484 46.450335)
St John,North Dakota,3405,US-Canada Border,May 2025,Trucks,17,48.999,-99.659,POINT (-99.659111 48.999277)
Lukeville,Arizona,2602,US-Mexico Border,May 2025,Buses,68,31.88,-112.817,POINT (-112.817077 31.880195)
Turner,Montana,3306,US-Canada Border,May 2025,Personal Vehicle Passengers,649,49.0,-108.388,POINT (-108.387916 48.999527)
Detroit,Michigan,3801,US-Canada Border,May 2025,Buses,555,42.332,-83.048,POINT (-83.047924 42.331685)
Rio Grande City,Texas,2307,US-Mexico Border,May 2025,Personal Vehicle Passengers,99604,26.366,-98.803,POINT (-98.802513 26.365761)
Boundary,Washington,3015,US-Canada Border,May 2025,Rail Containers Loaded,561,49.001,-117.628,POINT (-117.627583 49.00075)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Train Passengers,608,42.999,-82.424,POINT (-82.423611 42.998611)
Metaline Falls,Washington,3025,US-Canada Border,May 2025,Buses,8,49.0,-117.299,POINT (-117.299444 48.999972)
Hidalgo,Texas,2305,US-Mexico Border,May 2025,Pedestrians,222921,26.095,-98.271,POINT (-98.271092 26.095032)
Eastport,Idaho,3302,US-Canada Border,May 2025,Trucks,4339,49.001,-116.181,POINT (-116.181027 49.000555)
Naco,Arizona,2603,US-Mexico Border,May 2025,Trucks,210,31.334,-109.948,POINT (-109.948413 31.334084)
Sasabe,Arizona,2606,US-Mexico Border,May 2025,Pedestrians,5,31.483,-111.544,POINT (-111.544363 31.483039)
Calais,Maine,115,US-Canada Border,May 2025,Rail Containers Loaded,135,45.189,-67.275,POINT (-67.275381 45.188548)
Douglas,Arizona,2601,US-Mexico Border,May 2025,Truck Containers Empty,887,31.334,-109.56,POINT (-109.560344 31.334043)
Trout River,New York,715,US-Canada Border,May 2025,Personal Vehicles,7196,44.992,-74.308,POINT (-74.308172 44.992058)
Eastport,Maine,103,US-Canada Border,May 2025,Truck Containers Empty,72,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Otay Mesa,California,2506,US-Mexico Border,May 2025,Personal Vehicles,510130,32.55,-116.939,POINT (-116.938538 32.55033)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Trains,316,28.705,-100.512,POINT (-100.511977 28.705483)
Champlain Rouses Point,New York,712,US-Canada Border,May 2025,Truck Containers Empty,3692,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Frontier,Washington,3020,US-Canada Border,May 2025,Personal Vehicles,1871,49.0,-117.832,POINT (-117.831527 49.0005)
Jackman,Maine,104,US-Canada Border,May 2025,Rail Containers Empty,2671,45.806,-70.397,POINT (-70.396722 45.805661)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Trains,75,49.0,-97.237,POINT (-97.237036 49.000453)
Calais,Maine,115,US-Canada Border,May 2025,Bus Passengers,322,45.189,-67.275,POINT (-67.275381 45.188548)
Northgate,North Dakota,3406,US-Canada Border,May 2025,Trains,19,48.999,-102.275,POINT (-102.27475 48.998833)
Hansboro,North Dakota,3415,US-Canada Border,May 2025,Personal Vehicle Passengers,529,49.0,-99.347,POINT (-99.346527 48.999583)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Personal Vehicles,330079,31.333,-110.943,POINT (-110.942516 31.332839)
Port Angeles,Washington,3007,US-Canada Border,May 2025,Personal Vehicle Passengers,10024,48.122,-123.431,POINT (-123.430694 48.121858)
Buffalo Niagara Falls,New York,901,US-Canada Border,May 2025,Train Passengers,1919,43.095,-79.056,POINT (-79.055847 43.09549)
Skagway,Alaska,3103,US-Canada Border,May 2025,Truck Containers Empty,127,59.63,-135.164,POINT (-135.164444 59.629722)
Alexandria Bay,New York,708,US-Canada Border,May 2025,Personal Vehicles,30960,44.347,-75.984,POINT (-75.983592 44.347229)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Rail Containers Empty,200,45.015,-73.085,POINT (-73.085037 45.015414)
Lukeville,Arizona,2602,US-Mexico Border,May 2025,Trucks,52,31.88,-112.817,POINT (-112.817077 31.880195)
Roosville,Montana,3318,US-Canada Border,May 2025,Personal Vehicle Passengers,15956,49.0,-115.056,POINT (-115.056027 48.999638)
Blaine,Washington,3004,US-Canada Border,May 2025,Rail Containers Empty,11715,48.994,-122.749,POINT (-122.748884 48.994045)
Wildhorse,Montana,3323,US-Canada Border,May 2025,Truck Containers Empty,3,48.999,-110.215,POINT (-110.215083 48.999361)
Point Roberts,Washington,3017,US-Canada Border,May 2025,Personal Vehicle Passengers,68716,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Calexico East,California,2507,US-Mexico Border,May 2025,Rail Containers Empty,1151,32.673,-115.388,POINT (-115.388018 32.673389)
Van Buren,Maine,108,US-Canada Border,May 2025,Personal Vehicles,6338,47.16,-67.931,POINT (-67.930799 47.159645)
Laurier,Washington,3016,US-Canada Border,May 2025,Rail Containers Loaded,88,49.0,-118.224,POINT (-118.223777 49.000083)
Jackman,Maine,104,US-Canada Border,May 2025,Pedestrians,1,45.806,-70.397,POINT (-70.396722 45.805661)
Fort Kent,Maine,110,US-Canada Border,May 2025,Personal Vehicle Passengers,8054,47.249,-68.604,POINT (-68.603918 47.249206)
Tornillo,Texas,2404,US-Mexico Border,May 2025,Personal Vehicle Passengers,127114,31.435,-106.143,POINT (-106.142669 31.435334)
Progreso,Texas,2309,US-Mexico Border,May 2025,Pedestrians,87990,26.062,-97.95,POINT (-97.949958 26.062133)
Norton,Vermont,211,US-Canada Border,May 2025,Trucks,473,45.011,-71.793,POINT (-71.793219 45.010771)
Richford,Vermont,203,US-Canada Border,May 2025,Trains,16,45.012,-72.589,POINT (-72.588559 45.01174)
Walhalla,North Dakota,3407,US-Canada Border,May 2025,Personal Vehicle Passengers,2899,49.0,-97.908,POINT (-97.908416 49.000472)
Morgan,Montana,3319,US-Canada Border,May 2025,Trucks,14,49.0,-107.832,POINT (-107.831819 48.999829)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Trucks,45153,31.333,-110.943,POINT (-110.942516 31.332839)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Trucks,2691,46.509,-84.361,POINT (-84.360833 46.508611)
San Ysidro,California,2504,US-Mexico Border,May 2025,Personal Vehicles,1268860,32.543,-117.029,POINT (-117.028761 32.542528)
Calexico East,California,2507,US-Mexico Border,May 2025,Trucks,38222,32.673,-115.388,POINT (-115.388018 32.673389)
Trout River,New York,715,US-Canada Border,May 2025,Truck Containers Empty,516,44.992,-74.308,POINT (-74.308172 44.992058)
Madawaska,Maine,109,US-Canada Border,May 2025,Trucks,1104,47.36,-68.329,POINT (-68.328684 47.360052)
Tecate,California,2505,US-Mexico Border,May 2025,Personal Vehicle Passengers,152374,32.576,-116.626,POINT (-116.626216 32.576428)
Derby Line,Vermont,209,US-Canada Border,May 2025,Personal Vehicle Passengers,37911,45.006,-72.099,POINT (-72.099279 45.005739)
Fortuna,North Dakota,3417,US-Canada Border,May 2025,Personal Vehicles,661,49.0,-103.809,POINT (-103.80925 48.999555)
Van Buren,Maine,108,US-Canada Border,May 2025,Truck Containers Empty,492,47.16,-67.931,POINT (-67.930799 47.159645)
Calexico,California,2503,US-Mexico Border,May 2025,Personal Vehicle Passengers,795395,32.673,-115.388,POINT (-115.388018 32.673389)
Raymond,Montana,3301,US-Canada Border,May 2025,Bus Passengers,27,48.999,-104.574,POINT (-104.574333 48.999194)
San Luis,Arizona,2608,US-Mexico Border,May 2025,Personal Vehicle Passengers,510648,32.485,-114.782,POINT (-114.7822222 32.485)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Trains,72,25.952,-97.401,POINT (-97.40067 25.95155)
Hidalgo,Texas,2305,US-Mexico Border,May 2025,Trucks,59906,26.095,-98.271,POINT (-98.271092 26.095032)
Houlton,Maine,106,US-Canada Border,May 2025,Buses,20,46.135,-67.781,POINT (-67.781288 46.134879)
Vanceboro,Maine,105,US-Canada Border,May 2025,Rail Containers Loaded,6123,45.569,-67.429,POINT (-67.428541 45.568761)
Douglas,Arizona,2601,US-Mexico Border,May 2025,Bus Passengers,324,31.334,-109.56,POINT (-109.560344 31.334043)
El Paso,Texas,2402,US-Mexico Border,May 2025,Trucks,14548,31.764,-106.451,POINT (-106.451188 31.764363)
Champlain Rouses Point,New York,712,US-Canada Border,May 2025,Personal Vehicle Passengers,112248,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Massena,New York,704,US-Canada Border,May 2025,Pedestrians,17,44.991,-74.74,POINT (-74.739722 44.990556)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Personal Vehicle Passengers,128262,42.999,-82.424,POINT (-82.423611 42.998611)
San Luis,Arizona,2608,US-Mexico Border,May 2025,Personal Vehicles,294793,32.485,-114.782,POINT (-114.7822222 32.485)
Danville,Washington,3012,US-Canada Border,May 2025,Trucks,19,49.0,-118.504,POINT (-118.503722 49.000083)
Oroville,Washington,3019,US-Canada Border,May 2025,Pedestrians,179,49.0,-119.462,POINT (-119.461833 49.000083)
Warroad,Minnesota,3423,US-Canada Border,May 2025,Bus Passengers,277,48.999,-95.377,POINT (-95.376555 48.999)
Jackman,Maine,104,US-Canada Border,May 2025,Truck Containers Empty,2854,45.806,-70.397,POINT (-70.396722 45.805661)
Porthill,Idaho,3308,US-Canada Border,May 2025,Pedestrians,62,49.0,-116.499,POINT (-116.49925 48.999861)
Grand Portage,Minnesota,3613,US-Canada Border,May 2025,Bus Passengers,95,48.001,-89.585,POINT (-89.58515 48.001427)
Trout River,New York,715,US-Canada Border,May 2025,Trains,47,44.992,-74.308,POINT (-74.308172 44.992058)
Opheim,Montana,3317,US-Canada Border,May 2025,Buses,1,49.0,-106.378,POINT (-106.377583 48.999527)
Laurier,Washington,3016,US-Canada Border,May 2025,Truck Containers Empty,51,49.0,-118.224,POINT (-118.223777 49.000083)
Del Rio,Texas,2302,US-Mexico Border,May 2025,Pedestrians,22795,29.327,-100.928,POINT (-100.927612 29.326784)
Skagway,Alaska,3103,US-Canada Border,May 2025,Pedestrians,16,59.63,-135.164,POINT (-135.164444 59.629722)
Laredo,Texas,2304,US-Mexico Border,May 2025,Trucks,253597,27.5,-99.507,POINT (-99.507412 27.499561)
Grand Portage,Minnesota,3613,US-Canada Border,May 2025,Truck Containers Empty,435,48.001,-89.585,POINT (-89.58515 48.001427)
Alcan,Alaska,3104,US-Canada Border,May 2025,Trucks,742,62.615,-141.001,POINT (-141.001444 62.614961)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Truck Containers Empty,251,48.608,-93.401,POINT (-93.401355 48.6078)
Roma,Texas,2310,US-Mexico Border,May 2025,Personal Vehicle Passengers,148670,26.404,-99.019,POINT (-99.018981 26.403928)
Portal,North Dakota,3403,US-Canada Border,May 2025,Buses,5,48.999,-102.552,POINT (-102.551944 48.998944)
Point Roberts,Washington,3017,US-Canada Border,May 2025,Buses,40,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Highgate Springs,Vermont,212,US-Canada Border,May 2025,Buses,244,45.015,-73.085,POINT (-73.085037 45.015414)
Calais,Maine,115,US-Canada Border,May 2025,Buses,7,45.189,-67.275,POINT (-67.275381 45.188548)
Ysleta,Texas,2401,US-Mexico Border,May 2025,Pedestrians,171098,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Eagle Pass,Texas,2303,US-Mexico Border,May 2025,Pedestrians,100818,28.705,-100.512,POINT (-100.511977 28.705483)
Blaine,Washington,3004,US-Canada Border,May 2025,Bus Passengers,11249,48.994,-122.749,POINT (-122.748884 48.994045)
Presidio,Texas,2403,US-Mexico Border,May 2025,Personal Vehicle Passengers,119610,29.562,-104.395,POINT (-104.394907 29.561827)
Richford,Vermont,203,US-Canada Border,May 2025,Personal Vehicles,3410,45.012,-72.589,POINT (-72.588559 45.01174)
Piegan,Montana,3316,US-Canada Border,May 2025,Trucks,213,48.998,-113.379,POINT (-113.378777 48.998083)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Rail Containers Loaded,1721,48.998,-111.96,POINT (-111.959611 48.998388)
Dunseith,North Dakota,3422,US-Canada Border,May 2025,Personal Vehicles,2791,48.999,-100.052,POINT (-100.052166 48.999277)
San Ysidro,California,2504,US-Mexico Border,May 2025,Buses,3410,32.543,-117.029,POINT (-117.028761 32.542528)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Rail Containers Loaded,1238,46.509,-84.361,POINT (-84.360833 46.508611)
Northgate,North Dakota,3406,US-Canada Border,May 2025,Rail Containers Empty,104,48.999,-102.275,POINT (-102.27475 48.998833)
Houlton,Maine,106,US-Canada Border,May 2025,Personal Vehicles,9162,46.135,-67.781,POINT (-67.781288 46.134879)
Wildhorse,Montana,3323,US-Canada Border,May 2025,Personal Vehicles,697,48.999,-110.215,POINT (-110.215083 48.999361)
Fort Kent,Maine,110,US-Canada Border,May 2025,Personal Vehicles,5543,47.249,-68.604,POINT (-68.603918 47.249206)
Raymond,Montana,3301,US-Canada Border,May 2025,Truck Containers Empty,249,48.999,-104.574,POINT (-104.574333 48.999194)
Champlain Rouses Point,New York,712,US-Canada Border,May 2025,Trains,45,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Van Buren,Maine,108,US-Canada Border,May 2025,Rail Containers Empty,127,47.16,-67.931,POINT (-67.930799 47.159645)
Roseau,Minnesota,3426,US-Canada Border,May 2025,Trucks,202,49.0,-95.766,POINT (-95.766469 48.999538)
Morgan,Montana,3319,US-Canada Border,May 2025,Personal Vehicle Passengers,484,49.0,-107.832,POINT (-107.831819 48.999829)
Dalton Cache,Alaska,3106,US-Canada Border,May 2025,Personal Vehicle Passengers,2602,59.451,-136.362,POINT (-136.361944 59.450556)
Nighthawk,Washington,3011,US-Canada Border,May 2025,Pedestrians,8,49.0,-119.671,POINT (-119.67103 49.000144)
Scobey,Montana,3309,US-Canada Border,May 2025,Personal Vehicle Passengers,656,49.0,-105.408,POINT (-105.407638 48.999527)
Porthill,Idaho,3308,US-Canada Border,May 2025,Truck Containers Empty,100,49.0,-116.499,POINT (-116.49925 48.999861)
El Paso,Texas,2402,US-Mexico Border,May 2025,Rail Containers Empty,7134,31.764,-106.451,POINT (-106.451188 31.764363)
Detroit,Michigan,3801,US-Canada Border,May 2025,Bus Passengers,4148,42.332,-83.048,POINT (-83.047924 42.331685)
Boundary,Washington,3015,US-Canada Border,May 2025,Rail Containers Empty,479,49.001,-117.628,POINT (-117.627583 49.00075)
Santa Teresa,New Mexico,2408,US-Mexico Border,May 2025,Bus Passengers,490,31.784,-106.679,POINT (-106.679437 31.783939)
Sherwood,North Dakota,3414,US-Canada Border,May 2025,Personal Vehicle Passengers,1515,48.999,-101.628,POINT (-101.627527 48.999305)
Sumas,Washington,3009,US-Canada Border,May 2025,Train Passengers,66,49.002,-122.265,POINT (-122.264805 49.002388)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Personal Vehicles,412820,25.952,-97.401,POINT (-97.40067 25.95155)
Warroad,Minnesota,3423,US-Canada Border,May 2025,Trucks,449,48.999,-95.377,POINT (-95.376555 48.999)
Laredo,Texas,2304,US-Mexico Border,May 2025,Rail Containers Empty,23622,27.5,-99.507,POINT (-99.507412 27.499561)
Antler,North Dakota,3413,US-Canada Border,May 2025,Personal Vehicles,488,48.999,-101.296,POINT (-101.296055 48.999472)
Kenneth G Ward,Washington,3023,US-Canada Border,May 2025,Pedestrians,19,49.002,-122.485,POINT (-122.485027 49.002277)
Detroit,Michigan,3801,US-Canada Border,May 2025,Train Passengers,318,42.332,-83.048,POINT (-83.047924 42.331685)
Pembina,North Dakota,3401,US-Canada Border,May 2025,Personal Vehicle Passengers,29571,49.0,-97.237,POINT (-97.237036 49.000453)
Calexico East,California,2507,US-Mexico Border,May 2025,Pedestrians,48010,32.673,-115.388,POINT (-115.388018 32.673389)
Maida,North Dakota,3416,US-Canada Border,May 2025,Trucks,1,49.0,-98.365,POINT (-98.36525 49.00025)
Otay Mesa,California,2506,US-Mexico Border,May 2025,Trains,19,32.55,-116.939,POINT (-116.938538 32.55033)
International Falls,Minnesota,3604,US-Canada Border,May 2025,Rail Containers Empty,16310,48.608,-93.401,POINT (-93.401355 48.6078)
Limestone,Maine,118,US-Canada Border,May 2025,Personal Vehicles,735,46.925,-67.79,POINT (-67.789597 46.924555)
Boundary,Washington,3015,US-Canada Border,May 2025,Train Passengers,86,49.001,-117.628,POINT (-117.627583 49.00075)
Brownsville,Texas,2301,US-Mexico Border,May 2025,Truck Containers Empty,14809,25.952,-97.401,POINT (-97.40067 25.95155)
Ferry,Washington,3013,US-Canada Border,May 2025,Personal Vehicle Passengers,1333,49.0,-118.761,POINT (-118.761166 49.000083)
Eastport,Idaho,3302,US-Canada Border,May 2025,Rail Containers Empty,522,49.001,-116.181,POINT (-116.181027 49.000555)
Eastport,Maine,103,US-Canada Border,May 2025,Buses,3,44.859,-66.98,POINT (-66.98007566 44.8594395785)
Massena,New York,704,US-Canada Border,May 2025,Personal Vehicle Passengers,120102,44.991,-74.74,POINT (-74.739722 44.990556)
Portal,North Dakota,3403,US-Canada Border,May 2025,Personal Vehicle Passengers,7737,48.999,-102.552,POINT (-102.551944 48.998944)
Andrade,California,2502,US-Mexico Border,May 2025,Personal Vehicles,55854,32.718,-114.728,POINT (-114.72832 32.718143)
Sweetgrass,Montana,3310,US-Canada Border,May 2025,Bus Passengers,254,48.998,-111.96,POINT (-111.959611 48.998388)
Noonan,North Dakota,3420,US-Canada Border,May 2025,Truck Containers Empty,62,48.999,-103.004,POINT (-103.004361 48.999333)
Roma,Texas,2310,US-Mexico Border,May 2025,Buses,75,26.404,-99.019,POINT (-99.018981 26.403928)
Port Huron,Michigan,3802,US-Canada Border,May 2025,Personal Vehicles,66058,42.999,-82.424,POINT (-82.423611 42.998611)
Danville,Washington,3012,US-Canada Border,May 2025,Personal Vehicle Passengers,2024,49.0,-118.504,POINT (-118.503722 49.000083)
Metaline Falls,Washington,3025,US-Canada Border,May 2025,Personal Vehicle Passengers,2479,49.0,-117.299,POINT (-117.299444 48.999972)
Presidio,Texas,2403,US-Mexico Border,May 2025,Buses,190,29.562,-104.395,POINT (-104.394907 29.561827)
Sumas,Washington,3009,US-Canada Border,May 2025,Personal Vehicle Passengers,58899,49.002,-122.265,POINT (-122.264805 49.002388)
Nogales,Arizona,2604,US-Mexico Border,May 2025,Bus Passengers,17046,31.333,-110.943,POINT (-110.942516 31.332839)
Westhope,North Dakota,3419,US-Canada Border,May 2025,Truck Containers Empty,61,49.0,-101.017,POINT (-101.017277 48.999611)
Sault Sainte Marie,Michigan,3803,US-Canada Border,May 2025,Bus Passengers,95,46.509,-84.361,POINT (-84.360833 46.508611)
Beecher Falls,Vermont,206,US-Canada Border,May 2025,Personal Vehicles,2651,45.013,-71.505,POINT (-71.505309 45.013411)
Metaline Falls,Washington,3025,US-Canada Border,May 2025,Bus Passengers,36,49.0,-117.299,POINT (-117.299444 48.999972)
Ysleta,Texas,2401,US-Mexico Border,May 2025,Truck Containers Empty,18133,31.673,-106.335,POINT (-106.335449846028 31.6731261376859)
Turner,Montana,3306,US-Canada Border,May 2025,Truck Containers Empty,11,49.0,-108.388,POINT (-108.387916 48.999527)
